FIPS,name,Total Households,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999",Households: $200K or Above,≤ $35K (30% AMI),≤ $60K (50% AMI)
06037101110,"Census Tract 1011.10, Los Angeles, CA",1494,54,126,49,33,61,6,60,85,43,149,105,146,210,134,143,90,329,666
06037101122,"Census Tract 1011.22, Los Angeles, CA",1372,88,0,7,42,50,36,0,13,0,37,200,158,126,194,168,253,223,273
06037101220,"Census Tract 1012.20, Los Angeles, CA",1357,78,82,28,102,7,86,43,55,36,189,89,134,116,60,140,112,383,706
06037101221,"Census Tract 1012.21, Los Angeles, CA",1450,76,107,118,148,0,81,111,27,97,112,32,193,207,33,108,0,530,877
06037101222,"Census Tract 1012.22, Los Angeles, CA",935,161,167,34,41,19,116,0,86,14,35,44,96,9,81,0,32,538,673
06037101300,"Census Tract 1013, Los Angeles, CA",1420,68,27,37,15,43,44,41,16,14,40,123,132,188,161,221,250,234,345
06037101400,"Census Tract 1014, Los Angeles, CA",1304,7,98,57,176,29,25,25,45,63,82,68,92,208,59,173,97,392,607
06037102103,"Census Tract 1021.03, Los Angeles, CA",669,24,0,33,40,13,101,46,0,37,12,59,46,39,114,65,40,211,306
06037102104,"Census Tract 1021.04, Los Angeles, CA",1310,54,74,11,18,18,0,59,125,18,40,89,209,185,113,92,205,175,417
06037102105,"Census Tract 1021.05, Los Angeles, CA",554,5,21,13,6,45,0,20,13,21,74,25,145,20,18,80,48,90,218
06037102107,"Census Tract 1021.07, Los Angeles, CA",1204,18,43,45,51,9,0,30,0,25,108,180,120,108,148,136,183,166,329
06037103101,"Census Tract 1031.01, Los Angeles, CA",915,7,14,6,69,19,43,0,0,10,77,47,96,73,129,148,177,158,245
06037103102,"Census Tract 1031.02, Los Angeles, CA",1651,59,91,12,45,48,117,76,19,37,148,170,334,112,157,85,141,372,652
06037103201,"Census Tract 1032.01, Los Angeles, CA",1530,45,73,140,42,41,54,0,53,68,113,59,228,239,100,193,82,395,629
06037103202,"Census Tract 1032.02, Los Angeles, CA",660,0,0,0,42,0,12,27,47,0,0,12,48,247,45,59,121,54,128
06037103300,"Census Tract 1033, Los Angeles, CA",1203,7,63,36,4,7,31,26,0,31,59,77,122,126,92,171,351,148,264
06037103401,"Census Tract 1034.01, Los Angeles, CA",988,51,0,20,89,77,11,1,0,20,11,84,104,89,144,199,88,248,280
06037103402,"Census Tract 1034.02, Los Angeles, CA",1372,72,33,8,28,10,29,0,0,58,82,174,165,110,263,108,232,180,320
06037104103,"Census Tract 1041.03, Los Angeles, CA",866,12,6,10,21,17,6,33,58,26,59,60,107,100,118,123,110,72,248
06037104105,"Census Tract 1041.05, Los Angeles, CA",1526,178,49,28,66,67,155,101,26,80,85,175,221,95,86,78,36,543,835
06037104108,"Census Tract 1041.08, Los Angeles, CA",1288,78,121,23,82,125,40,10,69,31,83,74,157,83,87,106,119,469,662
06037104124,"Census Tract 1041.24, Los Angeles, CA",1281,29,38,114,135,107,8,40,32,12,67,115,170,121,78,135,80,431,582
06037104201,"Census Tract 1042.01, Los Angeles, CA",916,20,16,10,68,12,42,12,12,65,88,62,117,104,128,58,102,168,345
06037104203,"Census Tract 1042.03, Los Angeles, CA",1125,65,68,41,163,42,11,22,49,31,119,130,71,89,55,148,21,390,611
06037104204,"Census Tract 1042.04, Los Angeles, CA",731,21,26,14,15,39,92,34,47,13,46,48,131,74,31,56,44,207,347
06037104310,"Census Tract 1043.10, Los Angeles, CA",942,29,28,15,39,26,15,41,24,18,83,83,142,87,109,154,49,152,318
06037104321,"Census Tract 1043.21, Los Angeles, CA",924,61,83,9,62,223,35,35,29,0,33,83,61,47,124,10,29,473,570
06037104322,"Census Tract 1043.22, Los Angeles, CA",473,0,5,9,30,27,46,27,31,0,75,11,47,69,51,45,0,117,250
06037104401,"Census Tract 1044.01, Los Angeles, CA",617,9,37,15,12,36,53,14,12,42,34,103,63,59,43,51,34,162,264
06037104403,"Census Tract 1044.03, Los Angeles, CA",578,14,35,0,37,28,4,0,33,14,53,50,46,75,38,97,54,118,218
06037104404,"Census Tract 1044.04, Los Angeles, CA",745,25,34,24,23,61,24,31,28,35,49,63,141,68,61,41,37,191,334
06037104500,"Census Tract 1045, Los Angeles, CA",626,49,7,49,34,5,32,5,0,24,75,41,91,75,38,56,45,176,280
06037104610,"Census Tract 1046.10, Los Angeles, CA",680,45,17,5,26,53,67,17,29,12,33,47,109,59,50,37,74,213,304
06037104620,"Census Tract 1046.20, Los Angeles, CA",702,13,17,22,14,31,54,14,24,55,43,40,162,48,39,77,49,151,287
06037104701,"Census Tract 1047.01, Los Angeles, CA",871,53,36,59,52,55,72,34,56,72,47,75,136,82,18,24,0,327,536
06037104703,"Census Tract 1047.03, Los Angeles, CA",573,65,25,19,40,13,32,24,49,0,53,30,64,34,113,6,6,194,320
06037104704,"Census Tract 1047.04, Los Angeles, CA",1209,79,37,88,130,76,61,43,68,83,93,60,120,113,21,94,43,471,758
06037104821,"Census Tract 1048.21, Los Angeles, CA",716,19,35,39,14,28,29,6,36,16,86,41,178,85,22,54,28,164,308
06037104822,"Census Tract 1048.22, Los Angeles, CA",645,18,83,5,62,23,44,28,41,0,34,62,99,37,48,35,26,235,338
06037104823,"Census Tract 1048.23, Los Angeles, CA",697,15,18,74,0,41,58,41,7,0,5,65,83,95,101,62,32,206,259
06037104824,"Census Tract 1048.24, Los Angeles, CA",535,0,64,0,0,0,14,17,0,13,15,46,147,60,18,111,30,78,123
06037106010,"Census Tract 1060.10, Los Angeles, CA",902,0,5,23,15,29,5,10,8,32,62,109,160,69,50,152,173,77,189
06037106020,"Census Tract 1060.20, Los Angeles, CA",1295,30,71,34,48,0,7,49,7,0,110,66,210,264,64,208,127,190,356
06037106111,"Census Tract 1061.11, Los Angeles, CA",1396,24,34,47,50,8,28,43,23,9,42,122,232,138,131,246,219,191,308
06037106112,"Census Tract 1061.12, Los Angeles, CA",1384,33,0,104,14,6,101,31,65,12,76,68,162,213,143,164,192,258,442
06037106113,"Census Tract 1061.13, Los Angeles, CA",992,13,4,0,18,18,0,42,29,28,57,75,167,113,141,176,111,53,209
06037106114,"Census Tract 1061.14, Los Angeles, CA",1672,40,9,118,57,120,72,127,48,75,79,178,263,169,89,163,65,416,745
06037106403,"Census Tract 1064.03, Los Angeles, CA",853,42,4,36,54,60,11,5,43,7,72,66,136,114,30,92,81,207,334
06037106405,"Census Tract 1064.05, Los Angeles, CA",1179,83,10,35,28,50,15,28,11,25,70,224,231,227,12,66,64,221,355
06037106406,"Census Tract 1064.06, Los Angeles, CA",1806,0,56,0,15,69,57,126,27,63,117,102,396,377,78,156,167,197,530
06037106407,"Census Tract 1064.07, Los Angeles, CA",831,56,139,59,57,30,46,15,25,37,116,91,89,35,0,31,5,387,580
06037106408,"Census Tract 1064.08, Los Angeles, CA",990,101,11,44,20,75,58,30,48,51,64,129,119,84,90,46,20,309,502
06037106510,"Census Tract 1065.10, Los Angeles, CA",1625,149,144,6,7,10,37,21,58,20,45,300,160,232,319,52,65,353,497
06037106520,"Census Tract 1065.20, Los Angeles, CA",1422,78,39,29,85,67,80,20,31,36,112,52,171,290,106,146,80,378,577
06037106603,"Census Tract 1066.03, Los Angeles, CA",1184,23,15,7,19,20,23,10,0,27,38,126,117,187,75,162,335,107,182
06037106604,"Census Tract 1066.04, Los Angeles, CA",1240,31,71,12,76,13,94,100,26,0,157,212,59,131,28,145,85,297,580
06037106641,"Census Tract 1066.41, Los Angeles, CA",742,69,20,24,21,8,0,31,19,1,39,53,74,74,65,90,154,142,232
06037106642,"Census Tract 1066.42, Los Angeles, CA",1152,73,37,0,29,0,33,38,20,8,18,36,135,126,134,214,251,172,256
06037106643,"Census Tract 1066.43, Los Angeles, CA",1368,0,46,37,0,7,0,13,0,13,44,34,94,107,66,281,626,90,160
06037106645,"Census Tract 1066.45, Los Angeles, CA",1259,74,28,0,10,33,38,26,0,7,134,84,140,103,144,154,284,183,350
06037106646,"Census Tract 1066.46, Los Angeles, CA",951,18,0,32,11,0,15,25,5,0,33,84,141,150,67,202,168,76,139
06037106648,"Census Tract 1066.48, Los Angeles, CA",1085,43,62,63,61,89,50,53,0,12,48,78,213,70,65,148,30,368,481
06037106649,"Census Tract 1066.49, Los Angeles, CA",638,0,20,27,25,17,13,0,16,34,60,69,95,53,86,60,63,102,212
06037107010,"Census Tract 1070.10, Los Angeles, CA",742,11,12,22,0,0,36,12,4,25,119,90,107,147,83,43,31,81,241
06037107020,"Census Tract 1070.20, Los Angeles, CA",1169,98,0,51,34,34,24,23,54,7,39,132,229,137,106,128,73,241,364
06037108101,"Census Tract 1081.01, Los Angeles, CA",765,33,43,0,12,6,6,12,0,24,24,55,52,83,61,133,221,100,160
06037108102,"Census Tract 1081.02, Los Angeles, CA",1141,44,57,0,21,36,0,16,0,23,40,42,211,180,93,120,258,158,237
06037108103,"Census Tract 1081.03, Los Angeles, CA",981,28,9,26,12,21,0,0,0,10,38,35,165,43,169,150,275,96,144
06037108104,"Census Tract 1081.04, Los Angeles, CA",559,4,12,0,26,0,19,0,18,0,20,47,31,76,23,60,223,61,99
06037108202,"Census Tract 1082.02, Los Angeles, CA",3002,82,96,66,15,76,56,120,77,18,197,63,212,93,252,613,966,391,803
06037108203,"Census Tract 1082.03, Los Angeles, CA",1148,14,0,0,42,9,45,19,63,8,74,15,136,166,121,142,294,110,274
06037108204,"Census Tract 1082.04, Los Angeles, CA",650,16,0,6,7,15,0,0,10,41,0,55,20,72,151,70,187,44,95
06037109100,"Census Tract 1091, Los Angeles, CA",808,67,0,26,58,65,57,28,37,22,36,44,126,100,21,51,70,273,396
06037109200,"Census Tract 1092, Los Angeles, CA",1013,27,40,36,18,12,0,8,23,8,45,96,106,168,161,124,141,133,217
06037109300,"Census Tract 1093, Los Angeles, CA",927,0,15,0,7,33,50,17,20,30,45,55,142,194,75,167,77,105,217
06037109400,"Census Tract 1094, Los Angeles, CA",1126,40,34,9,87,37,50,39,8,15,182,27,138,139,122,126,73,257,501
06037109500,"Census Tract 1095, Los Angeles, CA",1011,60,35,80,65,0,52,41,61,31,62,178,107,89,57,78,15,292,487
06037109601,"Census Tract 1096.01, Los Angeles, CA",1348,42,0,38,22,31,25,31,128,0,9,159,168,192,223,142,138,158,326
06037109603,"Census Tract 1096.03, Los Angeles, CA",1274,174,41,33,90,10,72,23,25,22,52,177,126,109,135,82,103,420,542
06037109604,"Census Tract 1096.04, Los Angeles, CA",885,27,11,70,40,56,10,18,20,23,56,19,129,111,106,107,82,214,331
06037109700,"Census Tract 1097, Los Angeles, CA",1376,24,98,43,15,15,14,38,81,40,84,64,125,193,145,220,177,209,452
06037109800,"Census Tract 1098, Los Angeles, CA",1457,66,24,40,39,72,0,37,19,65,102,167,192,204,137,203,90,241,464
06037111100,"Census Tract 1111, Los Angeles, CA",949,18,12,49,10,24,20,25,20,24,54,74,108,199,77,152,83,133,256
06037111201,"Census Tract 1112.01, Los Angeles, CA",1036,0,69,60,18,37,46,17,25,28,0,37,106,166,18,160,249,230,300
06037111202,"Census Tract 1112.02, Los Angeles, CA",1879,94,16,36,0,61,68,26,25,33,81,137,259,207,306,310,220,275,440
06037111204,"Census Tract 1112.04, Los Angeles, CA",1831,35,0,28,10,25,22,27,31,67,59,29,142,123,176,400,657,120,304
06037111205,"Census Tract 1112.05, Los Angeles, CA",1294,36,20,0,23,75,0,0,19,24,112,327,179,141,39,208,91,154,309
06037111206,"Census Tract 1112.06, Los Angeles, CA",1425,0,21,45,0,46,10,53,8,30,105,43,201,134,87,243,399,122,318
06037111302,"Census Tract 1113.02, Los Angeles, CA",1756,66,0,25,131,190,68,38,41,94,113,118,224,184,85,151,228,480,766
06037111303,"Census Tract 1113.03, Los Angeles, CA",1441,26,8,32,65,23,175,0,0,51,133,113,80,170,137,187,241,329,513
06037111304,"Census Tract 1113.04, Los Angeles, CA",1332,131,114,85,0,105,44,19,44,102,58,136,104,215,119,56,0,479,702
06037111401,"Census Tract 1114.01, Los Angeles, CA",679,0,0,0,0,21,19,0,0,0,76,90,55,71,126,72,149,40,116
06037111402,"Census Tract 1114.02, Los Angeles, CA",2166,237,225,111,29,103,31,153,114,124,271,211,186,104,43,129,95,736,1398
06037113101,"Census Tract 1131.01, Los Angeles, CA",1152,41,25,23,21,13,12,0,68,0,14,204,94,212,60,152,213,135,217
06037113102,"Census Tract 1131.02, Los Angeles, CA",954,15,7,21,0,17,0,15,12,9,50,61,73,110,50,141,373,60,146
06037113211,"Census Tract 1132.11, Los Angeles, CA",1607,68,31,8,11,73,77,15,9,59,63,101,357,194,209,142,190,268,414
06037113212,"Census Tract 1132.12, Los Angeles, CA",945,0,0,13,0,27,62,12,41,86,45,81,116,116,107,120,119,102,286
06037113213,"Census Tract 1132.13, Los Angeles, CA",1712,52,10,8,37,60,47,28,18,48,128,131,151,258,101,225,410,214,436
06037113231,"Census Tract 1132.31, Los Angeles, CA",833,18,23,5,10,30,15,17,18,7,20,28,99,127,78,115,223,101,163
06037113232,"Census Tract 1132.32, Los Angeles, CA",1500,10,38,0,34,5,9,9,9,18,93,54,153,127,243,239,459,96,225
06037113234,"Census Tract 1132.34, Los Angeles, CA",1599,156,48,143,26,83,40,70,62,62,92,164,157,85,190,135,86,496,782
06037113235,"Census Tract 1132.35, Los Angeles, CA",646,32,6,19,18,8,18,17,6,13,38,64,86,71,29,134,87,101,175
06037113237,"Census Tract 1132.37, Los Angeles, CA",1595,17,11,20,43,57,64,28,106,10,48,52,231,113,56,269,470,212,404
06037113238,"Census Tract 1132.38, Los Angeles, CA",1451,31,92,65,0,48,236,29,73,28,140,130,192,120,79,10,178,472,742
06037113239,"Census Tract 1132.39, Los Angeles, CA",896,7,0,90,141,48,85,64,24,70,15,112,69,149,22,0,0,371,544
06037113301,"Census Tract 1133.01, Los Angeles, CA",1525,104,46,19,31,34,33,53,12,9,112,155,153,71,78,249,366,267,453
06037113303,"Census Tract 1133.03, Los Angeles, CA",1284,51,64,56,46,10,10,11,20,68,50,133,102,207,161,101,194,237,386
06037113322,"Census Tract 1133.22, Los Angeles, CA",1530,47,18,13,8,17,129,0,22,86,98,114,125,316,167,178,192,232,438
06037113323,"Census Tract 1133.23, Los Angeles, CA",1506,17,37,34,197,22,56,26,155,19,115,71,144,337,125,51,100,363,678
06037113324,"Census Tract 1133.24, Los Angeles, CA",989,105,0,0,13,0,11,0,0,81,15,77,401,152,76,14,44,129,225
06037113423,"Census Tract 1134.23, Los Angeles, CA",878,0,30,7,56,25,84,0,53,0,32,98,49,76,64,164,140,202,287
06037113424,"Census Tract 1134.24, Los Angeles, CA",1017,21,79,15,19,47,0,30,92,73,28,67,50,97,141,121,137,181,404
06037113425,"Census Tract 1134.25, Los Angeles, CA",1373,20,37,31,38,37,32,76,59,158,160,257,276,138,18,28,8,195,648
06037113426,"Census Tract 1134.26, Los Angeles, CA",737,52,105,13,42,14,0,12,10,7,61,89,82,118,25,29,78,226,316
06037113427,"Census Tract 1134.27, Los Angeles, CA",957,0,0,84,76,0,93,0,37,82,180,111,80,81,29,23,81,253,552
06037113428,"Census Tract 1134.28, Los Angeles, CA",1083,15,57,6,30,2,54,0,28,30,70,22,71,152,80,139,327,164,292
06037115101,"Census Tract 1151.01, Los Angeles, CA",1844,39,302,28,9,0,34,0,28,58,38,34,196,156,139,251,532,412,536
06037115103,"Census Tract 1151.03, Los Angeles, CA",5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
06037115104,"Census Tract 1151.04, Los Angeles, CA",2026,226,174,33,49,162,73,17,185,34,119,80,182,183,170,157,182,717,1072
06037115202,"Census Tract 1152.02, Los Angeles, CA",2005,148,35,37,0,41,19,81,432,66,133,186,160,197,190,113,167,280,992
06037115203,"Census Tract 1152.03, Los Angeles, CA",1069,108,75,49,0,19,39,22,63,0,75,141,105,175,0,17,181,290,450
06037115204,"Census Tract 1152.04, Los Angeles, CA",1604,58,69,50,117,0,158,25,31,66,25,85,91,387,161,166,115,452,599
06037115301,"Census Tract 1153.01, Los Angeles, CA",1635,71,73,71,84,8,35,50,64,0,113,64,169,204,135,278,216,342,569
06037115302,"Census Tract 1153.02, Los Angeles, CA",1083,66,38,36,85,37,61,85,22,36,75,86,133,156,56,84,27,323,541
06037115401,"Census Tract 1154.01, Los Angeles, CA",1926,73,106,69,67,104,123,176,27,109,168,170,201,114,88,157,174,542,1022
06037115403,"Census Tract 1154.03, Los Angeles, CA",1022,40,4,38,125,63,17,13,29,24,117,109,204,124,10,45,60,287,470
06037115404,"Census Tract 1154.04, Los Angeles, CA",800,39,25,37,19,14,47,19,22,17,44,64,60,136,97,89,71,181,283
06037117101,"Census Tract 1171.01, Los Angeles, CA",1453,44,78,19,28,71,21,77,20,30,42,206,182,242,123,138,132,261,430
06037117102,"Census Tract 1171.02, Los Angeles, CA",815,28,13,70,15,31,23,13,43,28,42,96,80,99,23,139,72,180,306
06037117201,"Census Tract 1172.01, Los Angeles, CA",1190,61,125,134,90,59,18,19,13,80,79,61,167,83,55,61,85,487,678
06037117202,"Census Tract 1172.02, Los Angeles, CA",929,41,58,47,54,46,19,11,12,21,29,68,68,109,122,94,130,265,338
06037117301,"Census Tract 1173.01, Los Angeles, CA",1092,9,25,32,0,67,0,26,33,31,47,34,124,115,159,236,154,133,270
06037117302,"Census Tract 1173.02, Los Angeles, CA",1557,64,33,45,25,36,0,22,18,38,89,116,227,220,104,222,298,203,370
06037117303,"Census Tract 1173.03, Los Angeles, CA",1180,15,14,20,35,38,46,28,47,29,35,96,156,204,101,164,152,168,307
06037117404,"Census Tract 1174.04, Los Angeles, CA",1375,75,37,7,33,0,0,45,8,14,85,39,178,269,104,200,281,152,304
06037117405,"Census Tract 1174.05, Los Angeles, CA",861,23,84,95,9,89,46,59,19,65,67,172,29,78,21,5,0,346,556
