Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char.,Pop. Char. Score,Pop. Char. Pctl
06037104822,2839,Los Angeles,91331,Los Angeles,-118.4209236,34.2458338,58.96,95.08,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97,11.3752253,58.83,0.564,91.84,726.64,83.13,63.54,70.9,0,0,681.1176758,57.66,4822.397793,99.58,36,91.04,33,82.1,0.5,69.4,4,43.78,0.9,26.55,67.44,8.23,97.21,81.71,86.29,3.81,22.25,13.36,56.46,54.4,98.11,22.1,89.23,48.6,80.34,5.8,55.02,31.5,92.64,69.03,7.16,78.95
06037104403,3341,Los Angeles,91331,Los Angeles,-118.4344849,34.2587738,58.9,95.06,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97,11.44347884,59.93,0.379,83.45,726.64,83.13,80.88,90.07,0,0,721.4503276,58.68,4907.459464,99.61,36.7,91.83,32,81.34,0.07,9.56,0,0,0,0,59.84,7.31,90.58,81.71,86.29,7.62,94.71,13.36,56.46,36.5,86.86,16.1,79.59,35.5,62.47,6.6,63.42,29.1,89.09,77.72,8.06,89.89
06037294820,3473,Los Angeles,90744,Los Angeles,-118.2656258,33.7797819,58.86,95.02,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.039,17.65,11.72966207,67.21,1.412,99.34,391.08,42.43,82.73,91.76,0,0,9450.459959,97.07,535.6164502,23.63,13.15,71.72,26.25,76.17,0.415,62.59,0,0,2,52.9,54.15,6.61,80.57,76.33,83,5.88,72.85,21.61,92.82,62.7,99.58,34,97.29,70.2,97.37,11.6,91.27,18.9,58.23,85.82,8.9,97.18
06037240402,3763,Los Angeles,90044,Los Angeles,-118.2854788,33.9446893,58.79,94.98,90-95%,CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.08962673,83.71,0.449,87.41,787.94,92.53,91.14,97.57,0,0,6439.159912,94.62,2339.742777,90.98,0,0,7,37.61,0,0,7,66.74,0.8,26.16,56.95,6.95,86.1,95.33,91.34,7.06,90.49,20.3,88.17,32.4,82.92,8.5,55.6,56.2,88.37,6.7,64.51,22.9,73.73,81.51,8.46,94.05
06037122200,3469,Los Angeles,91352,Los Angeles,-118.3594527,34.2143159,58.79,94.97,90-95%,CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.50595509,60.92,0.563,91.79,726.64,83.13,91.16,97.59,0,0,1236.089315,69.24,1841.906073,84.63,40.4,93.49,47.25,89.22,0.895,83.2,6,58.69,0.5,22.08,71.31,8.71,98.82,65.3,74.56,4.59,40.94,13.43,56.78,41.3,90.89,17.5,82.26,44.9,75.98,4.1,32.27,25.9,82.41,65.1,6.75,73.08
06037104701,4402,Los Angeles,91331,Los Angeles,-118.415214,34.2684745,58.77,94.96,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.30315023,57.93,0.321,78.49,726.64,83.13,87.1,94.8,0,0,707.191335,58.36,904.4845999,51.84,37.45,92.53,11.5,50.87,0.235,40.93,0,0,0,0,55.75,6.81,83.77,81.71,86.29,5.83,71.64,13.36,56.46,60.2,99.34,23.8,91.22,77.4,99.08,10.6,88.4,36.2,96.96,83.23,8.63,95.42
06037123020,3250,Los Angeles,91352,Los Angeles,-118.3664946,34.2047368,58.72,94.93,90-95%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.5297162,61.52,0.376,83.21,726.64,83.13,85.79,93.95,0,0,1125.498678,66.67,566.055855,25.98,38,92.76,22,71.09,1.025,85.36,0,0,0.5,22.08,60.02,7.33,90.93,61.75,71.17,6.54,84.03,12.84,52.95,40.3,90.22,24.1,91.46,44.6,75.52,7.4,70.9,37,97.41,77.24,8.01,89.36
06037104810,5631,Los Angeles,91331,Los Angeles,-118.4111792,34.2502996,58.69,94.89,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.46459884,60.25,0.387,84,726.64,83.13,88.49,95.73,0,0,773.4746704,59.9,511.6744698,21.84,40.75,93.69,41,86.57,0.475,67.56,4,43.78,9.5,89.83,67.25,8.21,97.1,81.71,86.29,4.5,38.71,13.36,56.46,55.5,98.44,15.9,79.17,43.5,74.05,7.1,68.4,20.9,66.51,68.9,7.15,78.72
06037124103,1950,Los Angeles,91606,Los Angeles,-118.3834122,34.1884919,58.67,94.87,90-95%,CalEnviroScreen 4.0 Top 25%,0.06,82.48,11.52811451,61.44,0.096,36.14,726.64,83.13,87.9,95.43,0,0,1059.480682,64.95,1112.586878,64.68,36.35,91.36,2.3,15.14,0.37,58.27,0,0,2.2,54.85,55.33,6.76,83.02,72.71,80.38,7.34,92.78,20.59,89.19,34,84.32,25.9,93.11,55.5,87.63,5.2,46.99,28.5,87.88,83.72,8.68,95.76
06037191620,2532,Los Angeles,90029,Los Angeles,-118.3027253,34.0885866,58.63,94.84,90-95%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.01439591,79.17,0.631,93.93,787.94,92.53,66.97,75.24,0,0,1493.782003,73.21,3347.279442,97.25,12.25,69.52,0.75,4.42,0.105,16.88,0,0,0.5,22.08,54.88,6.7,82.13,70,78.61,5.2,57.56,18.14,81.21,42,91.43,46.8,99.22,64.3,94.6,15.9,97.48,39.5,98.44,84.35,8.75,96.21
06037127520,4870,Los Angeles,91406,Los Angeles,-118.4697511,34.2184163,58.51,94.79,90-95%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,12.06000567,81.77,0.473,88.75,726.64,83.13,55.93,59.87,0,0,671.9563294,57.33,4841.936815,99.59,45.1,94.85,17.5,64.22,0.92,83.81,0,0,0,0,63.2,7.72,94.41,41.02,43.16,8.05,96.65,8.55,17.63,47.3,94.93,34.4,97.48,68.4,96.76,9.4,83.63,34.5,95.75,73.1,7.58,84.13
06037241201,3015,Los Angeles,90044,Los Angeles,-118.2858348,33.9402403,58.51,94.78,90-95%,CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.09880174,84.33,0.439,87.01,787.94,92.53,88.55,95.79,0,0,6894.173258,95.11,2432.877282,91.95,0,0,0,0,0,0,7,66.74,0,0,52.69,6.43,77.36,97.9,92.04,9.86,99.44,20.03,87.52,33.7,84.09,15.3,78.05,49.3,80.95,8,75.38,32,93.26,87.67,9.09,98.26
06037239320,4086,Los Angeles,90003,Los Angeles,-118.2717384,33.9785676,58.48,94.74,90-95%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,12.13275518,86.38,0.106,39.23,787.94,92.53,95.7,99.62,0,0,4192.403361,90.15,1040.803764,60.54,8.85,54.76,13.75,55.64,0.145,24.71,0,0,1.2,37.57,53.88,6.58,80.02,113.88,95.43,5.38,61.71,27.88,99.23,53.2,97.71,18.3,84.04,65.3,95.18,6.2,59.38,32,93.26,85.68,8.89,97.1
06037104404,3084,Los Angeles,91331,Los Angeles,-118.4286916,34.2639207,58.41,94.72,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.32010666,58.12,0.22,65.43,726.64,83.13,91.1,97.52,0,0,715.5763448,58.54,1037.939823,60.43,48.5,95.54,43.6,87.66,0.215,37.88,0,0,0,0,58.09,7.09,87.89,81.71,86.29,6.33,80.99,13.36,56.46,48.3,95.53,21.8,88.83,46.4,77.99,6.9,66.61,31,92.03,79.39,8.24,91.98
06037296500,3447,Los Angeles,90731,Los Angeles,-118.2927139,33.7480876,58.36,94.69,90-95%,CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.6676115,65.09,0.335,79.8,391.08,42.43,76.4,86,0,0,5185.033447,92.77,1080.020014,62.9,7.35,51.1,22.55,71.74,1.205,87.9,8,72.15,5.25,76.75,61.12,7.46,92.26,95.43,91.35,5.17,56.88,13.58,57.89,28,77.59,11.8,68.16,56,88.18,11.1,89.93,27.8,86.43,75.38,7.82,87.13
06037123206,2572,Los Angeles,91606,Los Angeles,-118.3748665,34.1937075,58.3,94.64,90-95%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.51704283,61.17,0.264,72.33,726.64,83.13,85.52,93.65,0,0,1077.620666,65.4,953.9061729,55.29,41,93.82,11.8,51.35,1.07,86,0,0,4,70.42,63.07,7.7,94.24,52.8,60.03,4.98,51.82,14.81,65.18,43.5,92.52,29.6,95.48,59.1,91.04,6,57.25,39.8,98.54,72.99,7.57,83.96
06037208402,2896,Los Angeles,90026,Los Angeles,-118.266009,34.0683668,58.18,94.59,90-95%,CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.33647073,89.98,1.036,98.33,787.94,92.53,73.76,83.34,0,0,1820.028626,77.26,3455.10743,97.61,5.55,44.06,17.3,63.71,0.38,59.14,7,66.74,0.7,24.83,66.63,8.14,96.85,55.72,63.7,4.72,44.47,14.06,60.59,32.4,82.92,21.6,88.55,57.7,89.87,5.9,56.19,30,90.54,68.93,7.15,78.76
06037291120,2407,Los Angeles,90248,Los Angeles,-118.2869247,33.9127934,58.13,94.58,90-95%,CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.14261917,86.71,0.485,89.3,805.85,94.13,82.35,91.34,0,0,12472.22347,98.35,2451.509279,92.16,3.15,31.75,21.6,70.45,0.35,56.4,0,0,3.3,64.88,63.39,7.74,94.57,70.95,79.08,5.16,56.61,13.39,56.61,36.4,86.72,13.9,74.1,44.7,75.72,7.7,73.41,32.3,93.59,72.4,7.51,83.27
06037190801,2682,Los Angeles,90028,Los Angeles,-118.3244586,34.0943767,58.12,94.57,90-95%,CalEnviroScreen 4.0 Top 25%,0.049,59.69,11.97617641,77.19,0.975,98.07,787.94,92.53,61.6,68.04,0,0,1436.53833,72.16,1146.0744,66.19,16.35,77.04,24,73.53,0.585,73.78,0,0,0.3,12.88,60.3,7.36,91.33,52.96,60.17,7.48,93.66,13.14,54.91,15.2,55.8,30.9,96.05,65.2,95.09,17.5,98.4,21.2,67.72,76.1,7.89,88.11
06037232500,4940,Los Angeles,90062,Los Angeles,-118.3108167,33.9920834,57.99,94.52,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,11.94659663,75.52,0.124,44.24,787.94,92.53,92.76,98.53,0,0,3220.253418,85.65,881.1667209,50.04,7,50.32,6,35.02,0.6,74.73,0,0,15,96.01,57.41,7.01,86.96,112.71,95.23,6.95,89.36,18.74,83.39,41.3,90.89,6.1,43.88,41.3,71.09,5.2,46.99,38.5,98.05,79.75,8.27,92.37
06037203600,5276,Los Angeles,90033,Los Angeles,-118.2095139,34.0513395,57.9,94.49,90-95%,CalEnviroScreen 4.0 Top 25%,0.049,57.77,12.63753163,92.06,0.889,97.44,488.79,59.71,88.81,95.95,0,0,2037.585388,79.74,2936.037088,95.55,5.4,43.52,3.55,23.49,0.415,62.59,7,66.74,0,0,61.28,7.48,92.45,81.34,85.83,5.41,62.39,16.99,76,50.6,96.77,26.6,93.6,56.1,88.32,2.6,11.87,25.6,81.84,74.61,7.74,86.22
06037132102,5401,Los Angeles,91406,Los Angeles,-118.497369,34.2020955,57.87,94.45,90-95%,CalEnviroScreen 4.0 Top 25%,0.064,91.05,12.78250401,92.82,0.288,75.07,726.64,83.13,50.74,52.53,0,0,671.0273438,57.28,1122.164466,65.14,20.2,82.06,3,22.12,0.55,72.59,10,82.97,0.5,22.08,61.87,7.55,93.08,77.98,84.25,5.26,59.19,19.65,86.24,15.6,56.73,16.2,79.78,34.7,61.28,6.8,65.63,31.2,92.28,73.85,7.66,85.15
06037120030,2666,Los Angeles,91402,Los Angeles,-118.451843,34.2152447,57.82,94.42,90-95%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.81424877,70.17,0.372,82.92,726.64,83.13,74.89,84.57,0,0,715.833664,58.55,1435.707547,76.44,45.25,94.92,0,0,2.42,94.39,0,0,1.5,42.31,61.23,7.48,92.37,93.94,90.85,2.03,2.1,20.82,89.77,50.6,96.77,31.6,96.28,65.9,95.5,5.8,55.02,37.1,97.45,74.56,7.73,86.12
06037123301,4530,Los Angeles,91605,Los Angeles,-118.4001225,34.2003101,57.74,94.36,90-95%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.52590949,61.38,0.196,61.23,726.64,83.13,45.36,44.83,0.01,11.66,931.8369751,62.59,2463.045038,92.28,45.5,95,57.05,92.03,0.315,51.89,0,0,2.5,59.18,62.02,7.57,93.27,59.57,68.63,9.34,99.05,16.34,73.03,22.6,69.37,14,74.45,34.3,60.62,4.6,39.21,29.8,90.24,73.51,7.63,84.66
06037122121,2829,Los Angeles,91352,Los Angeles,-118.3705556,34.2142143,57.71,94.35,90-95%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.49943551,60.75,0.343,80.49,726.64,83.13,66.26,74.4,0,0,1011.909658,63.92,560.5847404,25.58,40,93.41,5.8,32.92,0.33,53.95,6,58.69,7,83.28,61.23,7.48,92.4,67.69,76.96,6.56,84.31,13.96,59.93,36.3,86.59,18.2,83.84,47.3,78.88,6.3,60.57,20.7,65.55,74.41,7.72,85.88
06037237101,4409,Los Angeles,90044,Los Angeles,-118.2913772,33.9856234,57.7,94.34,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,11.97007108,76.88,0.141,49,787.94,92.53,93.15,98.74,0,0,3642.000082,87.52,1034.894513,60.28,6.95,47.8,6.5,36.16,0.36,57.46,0,0,0,0,51.3,6.26,73.6,125.58,96.73,7.6,94.56,24.53,97.43,47.6,95.1,20.4,87.21,59.8,91.52,4.2,33.58,43.3,99.37,88.8,9.21,98.75
06037219300,4239,Los Angeles,90018,Los Angeles,-118.3318299,34.0267587,57.64,94.31,90-95%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,11.9612643,76.3,0.19,60.25,787.94,92.53,92.57,98.41,0,0,2210.346049,80.96,1326.027438,73.13,4,37.55,18,65.32,0.475,67.56,0,0,0.2,9.67,55.68,6.8,83.62,87.1,88.72,6.34,81.22,17.47,78.17,16.8,59.31,16.9,81.19,47.8,79.46,10.6,88.4,34,95.32,81.72,8.48,94.25
06037228310,4523,Los Angeles,90011,Los Angeles,-118.262416,34.011351,57.61,94.3,90-95%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.06807983,82.46,0.262,71.97,787.94,92.53,90.56,97.16,0,0,2909.980062,84.46,767.460932,41.79,15.05,74.95,0,0,0.175,30.17,0,0,4.5,72.39,54.78,6.69,81.9,69.72,78.4,5.95,74.22,22.77,94.9,62.7,99.58,25.8,93.07,53.8,85.88,6.2,59.38,24.9,79.91,83.04,8.61,95.31
06037240700,6596,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,57.6,94.29,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.07586683,82.9,0.079,29.51,832.38,95.87,91.75,97.97,0,0,6386.896973,94.6,626.3500324,30.29,0.7,9.59,5,30.88,0.135,23.72,7,66.74,5.25,76.75,52.7,6.43,77.37,100.67,92.83,7.95,96.2,24.99,97.74,39.2,89.4,10.4,63.3,50.2,82.14,6.3,60.57,29.4,89.57,86.29,8.95,97.42
06037238320,3804,Los Angeles,90044,Los Angeles,-118.2861548,33.9621528,57.57,94.28,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.12072526,85.77,0.538,91.18,787.94,92.53,89.17,96.11,0,0,5150.62679,92.69,2777.877452,94.59,1,17.08,2.5,16.75,0.11,19.25,0,0,2.5,59.18,56.49,6.9,85.29,83.78,87.26,7.54,94.14,17.52,78.36,41.3,90.89,15.1,77.63,65.7,95.35,2.4,9.72,38.9,98.19,80.47,8.35,93
06037199800,5828,Los Angeles,90031,Los Angeles,-118.2103403,34.0706563,57.56,94.24,90-95%,CalEnviroScreen 4.0 Top 25%,0.05,60.66,12.70430833,92.45,0.393,84.34,832.19,95.85,86.74,94.52,0,0,1776.504333,76.64,2114.074417,88.7,5.9,44.77,14.85,57.3,0.995,85.04,14,93.36,0,0,68.13,8.32,97.54,59.14,68.21,4.02,27.12,9.64,26.58,51.4,97.22,27.3,94.14,66.4,95.74,8.5,78.33,39.5,98.44,66.71,6.92,75.45
06037104320,5292,Los Angeles,91331,Los Angeles,-118.4202492,34.2731324,57.53,94.23,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.16595012,56.43,0.214,64.43,726.64,83.13,91.38,97.74,0,0,697.4389953,58.13,1794.970385,83.75,59.8,97.31,39.5,85.77,0.95,84.49,0,0,0.2,9.67,63.53,7.76,94.69,81.71,86.29,6.71,86.76,13.36,56.46,46.3,94.41,23.1,90.34,32.3,57.44,1.5,3.21,28.1,86.98,71.49,7.42,82.06
06037131020,6704,Los Angeles,91335,Los Angeles,-118.5395023,34.2001766,57.51,94.21,90-95%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,14.03112587,98.01,0.124,44.23,726.64,83.13,73.19,82.65,0,0,585.4706624,54.73,1153.969905,66.59,6.25,46.6,7,37.61,0.445,65.18,4,43.78,0.7,24.83,57.36,7,86.83,83.59,87.23,6.78,87.49,22.29,93.96,32.6,83.14,18.5,84.29,39.8,68.94,2.9,15.84,30.7,91.62,79.16,8.21,91.64
06037219800,2861,Los Angeles,90016,Los Angeles,-118.3547601,34.029939,57.46,94.16,90-95%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,11.94583615,75.48,0.277,73.88,787.94,92.53,90.26,96.89,0,0,2100.240662,80.17,3753.393961,98.34,6.9,47.72,6,35.02,0.35,56.4,7,66.74,2,52.9,63.91,7.8,94.97,99.57,92.49,4.48,38.18,16.87,75.52,40,89.98,15.6,78.52,43.8,74.46,3.6,25.23,38.4,98.01,70.99,7.36,81.39
06037218500,2641,Los Angeles,90016,Los Angeles,-118.3505675,34.0373844,57.45,94.15,90-95%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,11.95828056,76.18,0.508,90.26,787.94,92.53,78.36,87.83,0,0,2021.080668,79.47,4384.188796,99.25,8.25,53.7,5,30.88,0.11,19.25,7,66.74,2,52.9,62.44,7.62,93.62,87.75,88.97,6.57,84.53,14.91,65.79,27.7,77.23,6.6,46.54,42.3,72.58,4.4,36.44,33.3,94.83,72.64,7.54,83.54
06037209300,4885,Los Angeles,90017,Los Angeles,-118.2683015,34.05073,57.44,94.11,90-95%,CalEnviroScreen 4.0 Top 25%,0.047,50.54,12.2587974,89.35,1.852,99.64,787.94,92.53,59.47,65.03,0,0,2025.28599,79.54,2127.417903,88.88,10.7,62.67,3.3,22.66,0.905,83.51,0,0,0.5,22.08,59.85,7.31,90.6,69.89,78.5,7.94,96.18,10.91,37.08,42.8,92.12,32.3,96.66,65.8,95.41,4.3,35.02,27.3,85.5,75.76,7.86,87.66
06037240800,4341,Los Angeles,90002,Los Angeles,-118.261893,33.9397052,57.23,94.05,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.05760637,81.63,0.092,34.45,787.94,92.53,90.81,97.34,0,0,7129.223633,95.35,895.4478667,51.19,0,0,8,40.76,0.01,1.8,7,66.74,8.2,86.87,53.72,6.56,79.66,79.65,84.88,6.47,83.17,18.29,81.88,47.2,94.84,17.6,82.47,55.9,88.09,6.6,63.42,34.7,95.87,84.12,8.73,96.09
06037192620,3542,Los Angeles,90004,Los Angeles,-118.2960541,34.0776717,57.13,93.96,90-95%,CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.10279177,84.77,0.639,94.11,787.94,92.53,78.4,87.84,0,0,1634.55072,75.02,2209.398157,89.91,5.55,44.06,2.5,16.75,0.19,31.54,0,0,1,35.72,56.7,6.92,85.66,56.78,65.09,7.51,93.92,14.58,64.12,46.3,94.41,50.5,99.45,60.9,92.26,6.4,61.53,23.6,75.98,79.55,8.25,92.18
06037231710,4165,Los Angeles,90037,Los Angeles,-118.2893576,34.0073136,57.1,93.94,90-95%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.97864156,77.32,0.153,51.92,787.94,92.53,93.52,98.95,0,0,2855.473348,84.12,1095.023293,63.75,8,53.43,0,0,0.15,26.67,0,0,0.5,22.08,49.2,6.01,68.36,100.68,92.88,6.65,85.77,20.14,87.82,54.6,98.17,28.1,94.63,84.7,99.72,8.8,80.39,43.2,99.34,91.64,9.51,99.48
06037228500,4869,Los Angeles,90011,Los Angeles,-118.2690648,34.0034919,56.98,93.89,90-95%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.0257337,79.75,0.151,51.45,787.94,92.53,94.85,99.41,0,0,3122.533366,85.3,838.3761808,46.95,4.1,37.79,0,0,0.21,37.68,0,0,4,70.42,51.22,6.25,73.28,69.72,78.4,6.57,84.53,22.77,94.9,52.4,97.43,23.2,90.49,57.1,89.28,8.3,77.1,32.8,94.26,87.83,9.11,98.35
06037238310,5002,Los Angeles,90044,Los Angeles,-118.2861074,33.9660436,56.87,93.86,90-95%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.12072526,85.77,0.472,88.72,787.94,92.53,81.87,90.99,0,0,4782.006755,91.97,2939.976439,95.56,0,0,2.5,16.75,0.035,4.94,0,0,1,35.72,52.22,6.38,76.07,83.72,87.25,7.46,93.56,17.56,78.68,44,92.88,23.8,91.22,68.9,96.98,5.3,48.26,38.3,97.96,85.98,8.92,97.28
06037104310,4962,Los Angeles,91331,Los Angeles,-118.4292815,34.2763731,56.86,93.84,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.20136625,56.88,0.243,69.11,674.03,74.29,88.83,95.98,0,0,687.6923319,57.83,2365.659717,91.21,70.75,98.23,61,92.74,1.72,91.66,0,0,2,52.9,67.56,8.25,97.3,63.82,73.06,5.74,69.68,10.29,32.24,45.5,93.95,17.7,82.64,41.1,70.67,4.5,37.71,28.5,87.88,66.45,6.89,75.06
06037120103,3452,Los Angeles,91402,Los Angeles,-118.4517984,34.2297196,56.79,93.78,90-95%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.6143557,63.61,0.097,36.3,726.64,83.13,65.86,74,0,0,6.55E+02,56.81,1094.977259,63.73,36.5,91.68,0,0,0.22,38.7,0,0,0,0,47.96,5.86,64.87,93.94,90.85,6.67,86.03,20.82,89.77,50.9,96.9,38.7,98.35,77.9,99.16,14.5,96.33,48.5,99.75,93.49,9.7,99.8
06037204300,5445,Los Angeles,90033,Los Angeles,-118.2078724,34.0387492,56.77,93.76,90-95%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.41369527,90.52,0.53,90.93,736.17,84.46,89.35,96.22,0,0,2299.563314,81.45,820.7364047,45.71,7.75,52.09,6,35.02,0.05,7.35,7,66.74,0,0,56.27,6.87,84.88,57.54,66.19,6.85,88.4,12.67,51.82,54,97.95,21.5,88.47,62.3,93.18,9.4,83.63,29.3,89.38,79.66,8.26,92.26
06037123103,3808,Los Angeles,91606,Los Angeles,-118.365403,34.192132,56.66,93.72,90-95%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.47988762,60.54,0.234,67.68,769.31,86.96,57.7,62.58,0,0,1142.113688,67.2,1007.300202,58.35,40.4,93.49,16.55,62.39,1.12,86.75,0,0,2,52.9,60.36,7.37,91.45,58.3,67.05,6.15,78.21,16.6,74.21,24.2,71.75,20.1,86.75,43.8,74.46,5.3,48.26,32.7,94.16,74.12,7.69,85.51
06037106604,5068,Los Angeles,91342,Los Angeles,-118.4745764,34.3033292,56.56,93.68,90-95%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.03732681,55.26,0.325,78.92,686.96,76.12,66.74,75.06,0,0,323.5083364,43.12,2978.657096,95.73,7.15,50.62,24,73.53,4.75,97.62,0,0,6.75,81.58,63.66,7.77,94.8,63.98,73.29,5.73,69.53,13.45,57.13,36.1,86.36,25.7,92.98,43.8,74.46,3.4,22.57,30.9,91.9,70.15,7.28,80.31
06037117520,4168,Los Angeles,91343,Los Angeles,-118.4621861,34.2300853,56.55,93.63,90-95%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.77397672,68.76,0.335,79.84,726.64,83.13,70.67,80,0,0,646.3430176,56.63,1165.589595,67.15,36.5,91.68,2.5,16.75,0.06,8.76,0,0,0,0,51.91,6.34,75.41,86.23,88.17,6.35,81.33,15.46,69.11,45,93.7,17.1,81.55,73.3,98.43,12,92.19,35.6,96.58,86.01,8.92,97.29
06037123205,2492,Los Angeles,91605,Los Angeles,-118.3835614,34.1945637,56.52,93.6,90-95%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.5211534,61.26,0.098,36.64,726.64,83.13,78.4,87.85,0,0,1008.265015,63.83,997.0578095,57.65,37.1,92.44,21.5,70.3,0.95,84.49,0,0,3.5,66.69,60.51,7.39,91.6,72.66,80.33,4.72,44.47,20.57,89.13,37.6,87.88,24.8,92.12,45,76.11,4.2,33.58,30.5,91.28,73.75,7.65,85
06037185310,3131,Los Angeles,90065,Los Angeles,-118.2226256,34.0922029,56.46,93.55,90-95%,CalEnviroScreen 4.0 Top 25%,0.051,63.29,12.45587973,90.85,0.204,62.73,488.79,59.71,92.54,98.37,0,0,1607.428751,74.66,835.9060561,46.78,49.4,95.63,14.8,57.28,0.01,1.8,8,72.15,3,63.67,60.73,7.42,91.86,65.4,74.75,7.22,91.78,11.07,38.48,39.8,89.81,17.9,83.11,37.8,65.84,9,81.69,22.4,71.89,73.4,7.61,84.42
06037195710,4487,Los Angeles,90026,Los Angeles,-118.2686024,34.0747292,56.36,93.49,90-95%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.21911535,88.72,0.538,91.14,787.94,92.53,81.13,90.3,0,0,1735.770671,76.23,4804.45687,99.56,3.75,34.62,12.5,53.1,0.655,76.8,7,66.74,0,0,65.04,7.94,95.87,55.72,63.7,4.65,42.52,14.06,60.59,26.6,75.74,21.5,88.47,59.3,91.17,8.6,78.97,22.4,71.89,68.43,7.1,77.99
06037209103,3679,Los Angeles,90017,Los Angeles,-118.2640302,34.05711,56.33,93.43,90-95%,CalEnviroScreen 4.0 Top 25%,0.048,51.9,12.35408718,90.23,0.597,92.91,787.94,92.53,91.41,97.79,0,0,1958.642985,78.87,754.3126004,40.79,12.8,70.55,8,40.76,0.235,40.93,0,0,3.5,66.69,60.01,7.33,90.9,51.01,57.98,7.01,90.02,8.75,18.98,62.7,99.58,41.7,98.82,83.9,99.69,7.9,74.74,29.7,90,74.11,7.69,85.5
06037185203,3566,Los Angeles,90065,Los Angeles,-118.2316884,34.1001272,56.3,93.41,90-95%,CalEnviroScreen 4.0 Top 25%,0.051,64.73,12.22285779,88.8,0.364,82.28,488.79,59.71,92.57,98.42,0,0,1565.242025,74.21,685.1839426,34.9,46.65,95.17,34.25,82.75,0.06,8.76,8,72.15,0,0,59.18,7.23,89.82,65.4,74.75,6.62,85.31,11.07,38.48,38.1,88.4,21.3,88.14,46.6,78.2,9.4,83.63,25.6,81.84,75.11,7.79,86.79
